segment_id,scenario_id,buffer_m,rainfall_min_mm,rainfall_max_mm,rainfall_mean_mm,rainfall_median_mm,rainfall_p90_mm,spatial_std_mm,valid_coverage_pct
NH44_SEG_145,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_146,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_147,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_148,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_149,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_150,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_151,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_152,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_153,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_154,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_155,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_156,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_157,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_158,S0,100,0.0,0.0,0.0,0.0,0.0,1.2,100.0
NH44_SEG_001,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_002,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_003,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_004,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_005,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_006,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_007,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_008,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_009,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_010,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_011,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_012,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_013,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_014,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_015,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_016,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_017,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_018,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_019,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_020,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_021,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_022,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_023,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_024,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_025,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_026,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_027,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_028,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_029,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_030,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_031,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_032,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_033,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_034,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_035,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_036,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_037,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_038,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_039,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_040,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_041,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_042,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_043,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_044,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_045,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_046,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_047,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_048,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_049,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_050,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_051,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_052,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_053,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_054,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_055,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_056,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_057,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_058,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_059,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_060,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_061,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_062,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_063,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_064,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_065,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_066,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_067,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_068,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_069,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_070,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_071,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_072,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_073,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_074,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_075,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_076,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_077,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_078,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_079,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_080,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_081,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_082,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_083,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_084,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_085,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_086,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_087,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_088,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_089,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_090,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_091,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_092,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_093,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_094,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_095,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_096,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_097,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_098,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_099,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_100,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_101,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_102,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_103,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_104,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_105,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_106,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_107,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_108,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_109,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_110,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_111,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_112,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_113,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_114,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_115,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_116,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_117,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_118,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_119,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_120,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_121,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_122,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_123,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_124,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_125,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_126,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_127,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_128,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_129,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_130,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_131,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_132,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_133,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_134,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_135,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_136,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_137,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_138,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_139,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_140,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_141,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_142,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_143,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_144,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_145,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_146,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_147,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_148,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_149,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_150,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_151,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_152,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_153,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_154,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_155,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_156,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_157,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_158,S1,100,25.0,27.5,25.0,25.0,26.25,1.2,100.0
NH44_SEG_001,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_002,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_003,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_004,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
NH44_SEG_005,S2,100,75.0,82.5,75.0,75.0,78.75,1.2,100.0
