segment_id,midpoint_longitude_deg,midpoint_latitude_deg,coordinate_source,raster_row_index,raster_column_index,native_cell_id,cell_center_longitude_deg,cell_center_latitude_deg,west_bound_deg,east_bound_deg,south_bound_deg,north_bound_deg,boundary_rule,mapping_method_a_result,mapping_method_b_result,agreement_status
NH44_SEG_029,75.282172,33.056879,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_030,75.282832,33.061355,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_031,75.283491,33.065831,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_032,75.284151,33.070306,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_033,75.28481,33.074782,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_034,75.28547,33.079258,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_035,75.28613,33.083734,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_036,75.28679,33.088209,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_037,75.287449,33.092685,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_038,75.288109,33.097161,v2_3a_final_segment_inventory.csv,569,2552,GPM_NATIVE_33.05N_75.25E,75.25,33.05,75.2,75.3,33.0,33.1,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.05N_75.25E_row569_col2552,"GPM_NATIVE_33.05N_75.25E_bbox[75.20,33.00,75.30,33.10]",EXACT_AGREEMENT
NH44_SEG_039,75.288769,33.101637,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_040,75.28943,33.106112,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_041,75.29009,33.110588,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_042,75.29075,33.115064,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_043,75.29141,33.11954,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_044,75.292071,33.124015,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_045,75.292731,33.128491,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_046,75.296248,33.131683,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_047,75.298427,33.135394,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_048,75.301138,33.139248,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_049,75.303952,33.142706,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_050,75.305225,33.146815,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_051,75.305631,33.150417,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_052,75.307001,33.154645,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_053,75.308226,33.15894,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_054,75.30939,33.162925,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_055,75.308093,33.165973,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_056,75.303998,33.168683,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_057,75.298941,33.16913,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_058,75.297235,33.170957,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_059,75.300504,33.173949,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_060,75.299112,33.178142,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_061,75.299759,33.181786,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
NH44_SEG_062,75.301993,33.185487,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_063,75.300667,33.189808,v2_3a_final_segment_inventory.csv,568,2553,GPM_NATIVE_33.15N_75.35E,75.35,33.15,75.3,75.4,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.35E_row568_col2553,"GPM_NATIVE_33.15N_75.35E_bbox[75.30,33.10,75.40,33.20]",EXACT_AGREEMENT
NH44_SEG_064,75.299255,33.194115,v2_3a_final_segment_inventory.csv,568,2552,GPM_NATIVE_33.15N_75.25E,75.25,33.15,75.2,75.3,33.1,33.2,"HALF_OPEN_INTERVAL_[WEST,EAST)_AND_[SOUTH,NORTH)",GPM_NATIVE_33.15N_75.25E_row568_col2552,"GPM_NATIVE_33.15N_75.25E_bbox[75.20,33.10,75.30,33.20]",EXACT_AGREEMENT
